target_word,similar_words,similarity_count
compétent,"compétence, compliment, comment, composant, complet",5
compétition,"composition, componction",2
comte,"comté, compte, comète, cote, combe",5
comté,"comte, comité, combiné, composé",4
comète,"comte, compte, combine, comique, commode",5
comédie,"comédien, combe, comme, comte, comble",5
comédien,comédie,1
concasser,"cocasse, concerner, concerter, concéder, concilier",5
concentration,contestation,1
concentrer,"concentré, contrer, concerner, contester, condenser",5
concentré,concentrer,1
concept,"concert, confit, conscient, conscrit, conduit",5
conception,"conclusion, condition, contrition, conviction, confession",5
concernant,"concert, conciliant, concurrent, consentant",4
concerner,"concerter, concentrer, contourner, concéder, concevoir",5
concert,"concerto, concerter, concept, concret, concernant",5
concerter,"concert, concerner, concerto, conter, concéder",5
concerto,"concert, concerter",2
concession,"confession, confusion, contorsion, convulsion, confection",5
concevable,"connétable, contestable",2
concevoir,"concerner, concerter, concourir, contenir, convenir",5
concierge,"concile, conscience, connerie, confiserie, conclure",5
concile,"concilier, concierge, conclure, contrôle, conte",5
conciliant,"confiant, concernant, consolant",3
conciliation,"consolation, confirmation, consultation",3
concilier,"concile, confier, convier, concerner, concerter",5
conclure,"concombre, confiture, concile, contre, concierge",5
conclusion,"conception, confession, contorsion, conversion, concubin",5
concombre,"conclure, confondre",2
concourir,"concours, concevoir, contour, conquérir, contourner",5
concours,"concourir, confus, conquis",3
concret,"concert, concurrent, confit, content, conscient",5
concubin,"conclusion, confusion",2
concurrence,"concurrent, conférence",2
concurrent,"concurrence, concret, concernant, conquérant",4
concéder,"concerner, concerter, concasser, concilier, conter",5
condamnation,consommation,1
condamner,"condamné, condenser, concerner, confiner, consigner",5
condamné,"condamner, condé, confiné, consacré, consommé",5
condenser,"conserver, consentir, condamner, concasser, concentrer",5
condescendance,condescendant,1
condescendant,condescendance,1
condition,"conditionné, conception, confection, congestion, convention",5
conditionné,"condition, congestionné",2
condoléance,consonance,1
conducteur,"constructeur, conteur, contacter, consulter",4
conduire,"conduite, conduit, construire, contraire, contre",5
conduit,"conduite, conduire, conscrit, content, conjoint",5
conduite,"conduit, conduire, conte, contexte, conque",5
condé,"congé, condamné, confiné",3
confection,"collection, correction, conjonction, contraction, confusion",5
confectionner,collectionner,1
confesser,"confesseur, confier, confiner, conférer, confirmer",5
confesseur,"confesser, connaisseur, concasser, confisquer, contester",5
confession,"concession, conclusion, contorsion, convulsion, conception",5
confiance,"confiant, confidence, consonance, conférence, contenance",5
confiant,"confiance, conciliant, consolant, conflit, confort",5
confidence,"confident, confiance, conscience, contingence, confiserie",5
confident,"confidence, confit, content, contingent, conscient",5
confier,"confiner, convier, confirmer, confit, confisquer",5
confiner,"confier, confins, confiné, confisquer, contaminer",5
confins,"confiné, confiner, confit, congrès, conquis",5
confiné,"confins, confiner, confit, condamné, condé",5
confirmation,"consommation, conspiration, conjuration, conciliation, conservation",5
confirmer,"conformer, confier, confisquer, confesser, consumer",5
confiserie,"connerie, confrérie, confiture, confidence, conserve",5
confisquer,"confier, confiner, confirmer, convoquer, confesser",5
confit,"conflit, confier, confins, confiné, confident",5
confiture,"confiance, confondre, confrère, confiserie, conclure",5
conflit,"confit, confiant, conscrit, content, conjoint",5
confondre,"confondu, conforme, confrère, confiture, concombre",5
confondu,"confondre, connu, contenu, continu, convenu",5
conforme,"conformer, conformisme, confort, conformiste, confondre",5
conformer,"conforme, conforter, confirmer, confier, confiner",5
conformisme,"conformiste, conforme",2
conformiste,"conformisme, conforme",2
conformément,confusément,1
confort,"conforter, conforme, contrefort, confiant, content",5
confortable,"connétable, contestable",2
conforter,"conformer, confort, conter, confier, contenter",5
confronter,"contenter, contracter, contraster, confiner, conformer",5
confrère,"confondre, confiture, congénère, contre, conforme",5
confrérie,"confiserie, connerie, conforme, contrée, contraire",5
confus,"concours, congrès",2
confusion,"confection, concession, contorsion, conversion, condition",5
confusément,conformément,1
conférence,"cohérence, concurrence, confiance, connivence, conscience",5
conférer,"considérer, confesser, consacrer, conter, convier",5
congestion,"congestionné, contestation, condition, contrition, conviction",5
congestionné,"congestion, conditionné",2
congrès,"confus, confins, conquis",3
congé,"condé, confiné",2
congédier,"confier, convier, concilier, conférer",4
congénère,"confrère, confondre",2
conique,"conque, colique, comique, cynique, chronique",5
conjoint,"contraint, content, confiant, constant, contrit",5
conjonction,"componction, confection, conviction, conjuration, contraction",5
conjugal,consul,1
conjuguer,"continuer, convoquer, consumer, consigner, consulter",5
conjuration,"conspiration, conjonction, consolation, convocation, confirmation",5
conjurer,"consacrer, contourner, conter, confier, convier",5
connaissance,consistance,1
connaisseur,"confesseur, concasser",2
connasse,"connaître, connerie, converse, contraste",4
connaître,"contre, connasse",2
connerie,"confiserie, confrérie, concierge, connasse, contre",5
connivence,"conférence, conscience, contingence, confiance",4
connu,"conçu, cornu, confondu, contigu",4
connétable,"confortable, contestable, concevable, convenable",4
conque,"conique, coque, conquis, continue, concile",5
conquis,"conque, concours, confins, congrès",4
conquérant,concurrent,1
conquérir,"concourir, conférer, conjurer",3
conquête,"conte, contexte, conique, conduire",4
consacrer,"consacré, considérer, contrer, conserver, consoler",5
consacré,"consacrer, conservé, consommé, consterné, contracté",5
consciemment,"conscient, constamment",2
conscience,"conscient, conséquence, consonance, constance, confidence",5
conscient,"conscience, consciemment, conséquent, content, conscrit",5
conscrit,"conscient, constat, confit, constant, consulat",5
conseiller,"conserver, consoler, consigner, consister, consulter",5
consentant,"constant, consentement, consolant, constituant, constat",5
consentement,"contentement, consentant",2
consentir,"conserver, condenser, concentrer, consister, constater",5
conservateur,"conserver, consommateur, conspirateur, constructeur",4
conservation,"constatation, consolation, constipation, consommation, conspiration",5
conserve,"conserver, conservé, converse, console, consonne",5
conserver,"conserve, conservé, conservateur, converser, conseiller",5
conservé,"conserve, conserver, consacré, consommé",4
considération,conspiration,1
considérer,"consigner, consister, conférer, consacrer",4
consigne,"consigner, console, conserve, constance, conscience",5
consigner,"consigne, consterner, considérer, conserver, consoler",5
consistance,"constance, consonance, connaissance, confiance",4
consister,"constater, considérer, constituer, contraster, conter",5
consolant,"consentant, conscient, confiant, conciliant, constat",5
consolation,"consommation, constellation, constatation, constipation, conservation",5
console,"consoler, conserve, consigne, contrôle, conte",5
consoler,"console, consolider, conseiller, consteller, conserver",5
consolider,"consoler, consommer, consulter, conseiller, concilier",5
consommateur,"consommer, conservateur, conspirateur",3
consommation,"consolation, constatation, constipation, conservation, conspiration",5
consommer,"consommé, consommateur, consolider, conserver, consacrer",5
consommé,"consommer, consacré, conservé, condamné",4
consonance,"constance, contenance, convenance, consistance, confiance",5
consonne,"conserve, constance, confondre, conforme, continue",5
conspirateur,"conservateur, consommateur",2
conspiration,"considération, constatation, consolation, conjuration, conservation",5
constamment,"constant, consciemment",2
constance,"consistance, constant, consonance, conscience, contenance",5
constant,"constat, constance, consentant, constamment, constituant",5
constat,"constant, constater, consentant, conscrit, consolant",5
constatation,"constipation, consultation, constitution, constellation, consternation",5
constater,"constat, consister, consterner, consteller, contester",5
constellation,"consternation, constatation, constipation, consolation, contestation",5
consteller,"consterner, constater, consoler, constituer, consulter",5
consternation,"constellation, constatation, constipation, contestation, construction",5
consterner,"consterné, consteller, constater, consigner, constituer",5
consterné,"consterner, constitué, consacré",3
constipation,"constatation, constellation, consternation, consolation, construction",5
constituant,"constant, consentant",2
constituer,"constitué, consterner, consteller, consister, consigner",5
constitution,"constatation, construction, conspiration, consultation, contribution",5
constitué,"constituer, consterné",2
constructeur,"conducteur, conservateur, contrecoeur, contracter",4
construction,"constatation, constipation, constitution, consternation, conservation",5
construire,"conduire, contredire",2
consul,"consulat, conjugal",2
consulat,"consul, conscrit, constant, contrat, conduit",5
consultatif,consultation,1
consultation,"consultatif, constatation, constipation, conservation, consommation",5
consulter,"consteller, conter, contenter, conserver, consacrer",5
consumer,"conserver, consacrer, consigner, consister, constater",5
conséquence,"conséquent, conscience, conférence",3
conséquent,"conséquence, conscient",2
contact,"contacter, contracté, contraint, confiant, confit",5
contacter,"contracter, contact, contenter, conter, contaminer",5
contagion,"contorsion, contrition, contraction, condition, confusion",5
contaminer,"contacter, confiner, contourner, continuer, contempler",5
conte,"conter, content, contre, contenu, conteur",5
contemplatif,contemplation,1
contemplation,"contemplatif, contestation, constellation",3
contempler,"contenter, contester, contrôler, consteller, contaminer",5
contenance,"convenance, consonance, contingence, confiance, constance",5
contenir,"content, convenir, contenter, contenu, contester",5
content,"contenu, contenter, contenir, conte, conter",5
contentement,consentement,1
contenter,"content, contester, conter, contenir, contacter",5
contenu,"content, continu, contenir, convenu, conte",5
conter,"conte, conteur, contrer, contenter, content",5
contestable,"connétable, confortable, concevable, convenable",4
contestation,"constatation, contemplation, constellation, consternation, congestion",5
contester,"contenter, contraster, conter, contempler, contracter",5
conteur,"conter, contour, conte, content, contrôleur",5
contexte,"content, conte, contraste, contre, contrée",5
contigu,"continu, connu, conçu, convenu",4
continent,"continental, contingent, contraint, conscient, confiant",5
continental,continent,1
contingence,"contingent, contenance, confidence, connivence",4
contingent,"contingence, continent, content, confident",4
continu,"continue, continuel, continuer, contigu, contenu",5
continue,"continuel, continuer, continu, contrainte, conte",5
continuel,"continue, continuer, continu",3
continuer,"continue, continuel, continu, conter, contaminer",5
contorsion,"contagion, contrition, confusion, concession, conclusion",5
contour,"conteur, contourner, concourir, contenir, continuer",5
contourner,"contour, concerner, contaminer, consterner, contrer",5
contracter,"contraster, contacter, contracté, contraste, contrer",5
contraction,"contradiction, contrition, contribution, confection, conjonction",5
contracté,"contracter, contrat, contrariété, contact, consacré",5
contradiction,"contraction, contrition",2
contraindre,"contrainte, contraire, convaincre",3
contraint,"contrainte, contraire, contrat, contrepoint, continent",5
contrainte,"contraint, contraindre, contraire, contraste, continue",5
contraire,"contraint, contraindre, contrainte, contredire, contre",5
contrarier,"contrarié, contrer, contribuer, contrecarrer, contrôler",5
contrarié,"contrariété, contrarier",2
contrariété,"contrarié, contracté",2
contraste,"contraster, contrainte, contrat, contracter, contre",5
contraster,"contraste, contracter, contester, contrer, contenter",5
contrat,"contrit, contraint, contracté, contraste, contre",5
contre,"contrer, contrée, conte, cotre, contrat",5
contre-attaque,contre-attaquer,1
contre-attaquer,contre-attaque,1
contre-jour,contrecoeur,1
contrebande,contenance,1
contrecarrer,contrarier,1
contrecoeur,"contrecoup, contrôleur, contre-jour, constructeur, contracter",5
contrecoup,contrecoeur,1
contredire,"contraire, construire",2
contrefort,"confort, contrepoint",2
contremaître,contrepartie,1
contrepartie,contremaître,1
contrepoids,contrepoint,1
contrepoint,"contrepoids, contraint, contrefort",3
contrer,"contre, conter, contrôler, centrer, concentrer",5
contribuer,"contrarier, contrer, contrôler, contracter, contraster",5
contribution,"contrition, contraction, constitution",3
contrit,"contrat, contre, conjoint, constant, concept",5
contrition,"contribution, contraction, contradiction, convention, construction",5
controverse,converse,1
contrée,"contre, contraire, contraste, contexte, continue",5
contrôle,"contrôler, contrôleur, contraire, contraste, conte",5
contrôler,"contrôle, contrôleur, contrer, contracter, contrarier",5
contrôleur,"contrôler, contrôle, contrecoeur, conteur, contrer",5
convaincre,"convaincu, contraindre, confiance",3
convaincu,"convaincre, convenu, continu",3
convalescence,convalescent,1
convalescent,convalescence,1
convenable,"connétable, contestable, contenance",3
convenance,"contenance, consonance, confiance, constance",4
convenir,"contenir, convenu, converger, converser, convier",5
convention,"conversation, convocation, contrition, convulsion, condition",5
convenu,"convenir, contenu, convaincu, conçu, confondu",5
converger,"converser, converse, convier, convenir, convoyer",5
conversation,"conversion, convention, convocation, consternation, conjuration",5
converse,"converser, converti, converger, controverse, conserve",5
converser,"converse, converger, conserver, convier, convenir",5
conversion,"conversation, conviction, confusion, conclusion, conception",5
converti,"convertir, converse, convoi",3
convertir,"converti, convoiter, conserver, conforter, contenir",5
conviction,"conjonction, contraction, conversion, convulsion, conception",5
convier,"confier, converger, converser, convoquer, concilier",5
convive,"converse, conserve, conte, conque, contre",5
convocation,"conversation, convention, conjuration, consommation, confection",5
convoi,converti,1
convoiter,"conter, contenter, converger, converser, concerter",5
convoquer,"confisquer, convier, converger, converser, conjuguer",5
convoyer,"converger, converser, conter, convenir, confier",5
convulsif,convulsion,1
convulsion,"convulsif, convention, conviction, concession, confession",5
conçu,"connu, contenu, contigu, continu, convenu",5
cool,colo,1
coordonner,cordonnier,1
copeau,coteau,1
copie,"copier, copieux",2
copier,"copie, copieux",2
copieusement,curieusement,1
copieux,"copie, copier",2
coque,"coquet, conque, cloque, coquette, cohue",5
coquet,"coque, coquette",2
coquette,"coquet, couette, coquetterie, coque, coquille",5
coquetterie,coquette,1
coquillage,coquille,1
coquille,"coquillage, couille, coque, coquette",4
coran,"coron, cran",2
corbeau,"cordeau, cornu",2
corbeille,"corneille, corolle",2
cordage,"corsage, corne, corse, corvée, corsaire",5
corde,"cordeau, code, corne, corse, coude",5
cordeau,"corbeau, corde, cornu",3
cordelette,cornette,1
cordelier,cordonnier,1
cordon,coron,1
cordonnier,"coordonner, cordelier",2
coriace,"corde, corne, corse, corvée, corniche",5
corne,"corner, cornet, cornu, corde, corse",5
corneille,"corbeille, cornette, corolle, corniche",4
corner,"corne, cornet, corser, cerner, cogner",5
cornet,"corne, corner, cornette, corset, carnet",5
cornette,"cornet, corne, cordelette, corneille, corniche",5
corniche,"cornichon, corne, cornette, corneille, coriace",5
cornichon,corniche,1
cornu,"corne, connu, corbeau, cordeau",4
corolle,"colle, corbeille, corneille, corde, corne",5
coron,"cordon, cocon, coran, colon, coton",5
corpulence,corpulent,1
corpulent,corpulence,1
correction,confection,1
correspondance,"correspondant, correspondre",2
correspondant,correspondance,1
correspondre,correspondance,1
corrida,corridor,1
corridor,corrida,1
corriger,"corner, corser",2
corrompre,corrompu,1
corrompu,corrompre,1
corsage,"cordage, corde, corne, corvée, corolle",5
corsaire,"corse, cordage, coriace",3
corse,"corser, corset, course, corde, corne",5
corser,"corse, corset, courser, corner, corriger",5
corset,"corse, corser, cornet",3
cortège,"corde, corne, corse, corvée, coriace",5
corvée,"cordage, coriace, corolle, corsage, cortège",5
cosaque,"casaque, costume",2
cosmique,comique,1
cossu,cousu,1
costard,costaud,1
costaud,costard,1
costume,"costumer, coutume, cosaque",3
costumer,costume,1
cote,"coter, cotte, cotre, coteau, comte",5
coteau,"couteau, copeau, cote",3
coter,"cote, conter, coûter, cotre, cotte",5
coton,"cocon, colon, coron",3
cotonnade,colonnade,1
cotre,"contre, cote, cotte, coter",4
cotte,"cote, cocotte, crotte, cotre, comte",5
couchant,couvent,1
couche,"coucher, couché, coche, couchette, coucou",5
coucher,"couche, cocher, couché, coudrier, courrier",5
couchette,"couche, couette",2
couché,"couche, coucher, coucou",3
coucou,"couche, couché, couteau",3
coude,"coudre, code, coupe, corde, couenne",5
coudre,"coude, courre, courbure, couenne, couette",5
coudrier,"courrier, coutumier, couler, couper, couver",5
couenne,"courtine, coude, coupe, couche, coudre",5
couette,"courette, coquette, chouette, couchette, courbette",5
couffin,coupon,1
couille,"coquille, couillon, coupable, coude, coupe",5
couillon,"couille, coupon",2
couinement,"couronnement, couramment",2
couiner,"couronner, coudrier, courrier, coursier, courtier",5
coulant,"croulant, coupant, courant, collant, coulissant",5
couler,"couleur, crouler, couper, couver, coller",5
couleur,"couler, coureur, couleuvre, cour, courir",5
couleuvre,"couleur, coupure, courbure, couture",4
coulissant,coulant,1
coulisse,"coulisser, coulée, course, couille, coursive",5
coulisser,"coulisse, couler, courtiser, courser, couiner",5
couloir,"cour, couper, coureur, couver, coudrier",5
coulé,"coulée, coupé",2
coulée,"coulé, coulisse, couenne, couette, coupole",5
coup,"coupe, coupé, cour, couper, couple",5
coupable,"coupe, coupure, couille, courbe, courage",5
coupant,"coulant, courant, couperet, court, couvert",5
coupe,"couper, coup, coupé, couple, croupe",5
couper,"coupe, couperet, couler, couver, coup",5
couperet,"couper, coupant, court, couvent",4
couple,"couplet, coupole, coupe, coup, couenne",5
couplet,"couple, complet, court, coulant, courant",5
coupole,"couple, coupon, coude, couche, coudre",5
coupon,"coupole, coup, couillon, couffin, coussin",5
coupure,"couture, courre, coupable, courbe, course",5
coupé,"coup, coupe, coulé",3
cour,"cours, court, coup, courir, courbe",5
courage,"courageux, courbure, courette, couronne, courroie",5
courageux,"courage, courroux",2
couramment,"courant, couinement",2
courant,"couvrant, coulant, coupant, couramment, couplet",5
courbature,"courbure, couture, couverture, courbette",4
courbe,"courber, courbé, courre, course, courbure",5
courber,"courbe, courser, courbé, cour, couronner",5
courbette,"courette, courbe, couette, courbure, courbature",5
courbure,"courbature, courbe, courre, coureur, courbette",5
courbé,"courbe, courber, cour",3
courette,"courbette, couette, courre, courbure, courbe",5
coureur,"couleur, courbure, cour, courrier, coursier",5
courir,"couvrir, cour, couturier, courtiser, couleur",5
couronne,"couronner, courroie, courbe, courre, course",5
couronnement,"couinement, courtoisement",2
couronner,"couronne, courroucer, courber, courser, couiner",5
courre,"courbe, course, coudre, courbure, cour",5
courrier,"coursier, courtier, coudrier, couturier, courroie",5
courroie,"courroux, courrier, courtoisie, couronne, courbe",5
courroucer,"courrier, couronner",2
courroux,"courroie, courageux",2
cours,"course, cour, court, courser, courtois",5
course,"courser, cours, courbe, courre, corse",5
courser,"course, coursier, courber, corser, cours",5
coursier,"courser, courrier, courtier, coursive, couturier",5
coursive,"coursier, courbe, courre, courage, courbure",5
court,"cour, cours, coulant, coupant, couplet",5
courtier,"courtiser, courrier, coursier, courtine, couturier",5
courtine,"courtier, courtoisie, courbe, courre, course",5
courtisan,courtiser,1
courtiser,"courtier, courtisan, courser, coulisser, courber",5
courtois,"courtoisie, cours, couscous",3
courtoisement,couronnement,1
courtoisie,"courtois, courroie, courtine",3
couscous,courtois,1
cousin,coussin,1
coussin,"cousin, coupon",2
cousu,"cossu, couteau",2
couteau,"coteau, coucou, cousu",3
coutume,"couture, coutumier, costume, coude, coupe",5
coutumier,"couturier, coutume, coudrier, courrier, coursier",5
couture,"coutume, coupure, couturier, courre, courbature",5
couturier,"coutumier, courrier, couture, coursier, courtier",5
couvent,"couvert, couver, couchant, court, couperet",5
couver,"couvert, couvent, couler, couper, cuver",5
couvercle,couverture,1
couvert,"couver, couvent, couvrant, coulant, coupant",5
couverture,"couvercle, couture, courbature, courbure",4
couvrant,"courant, couvert, court",3
couvrir,"courir, couturier, cour, couler, couper",5
coït,colt,1
coûter,"coter, coûteux, conter",3
coûteux,coûter,1
crabe,"craie, crainte, crapule, cratère, cravate",5
crac,"cran, craché, croc, clac",4
crachat,"craché, craquant",2
cracher,"cacher, crachoter, crécher, craché, cravater",5
crachin,"craché, cran, crayon",3
crachoter,"cracher, cravater",2
craché,"crachat, cracher, crachin, caché, crac",5
craie,"crabe, claie, craindre, crapule, cratère",5
craindre,"craie, cratère",2
crainte,"craintif, crabe, crampe, crasse, crapule",5
craintif,crainte,1
cramer,"clamer, cravater",2
crampe,"crainte, crapule, cratère, cravate",4
cramponner,crayonner,1
cran,"crac, coran, crin, clan, crachin",5
crapule,"crapuleux, crabe, craie, crampe, crasse",5
crapuleux,"crapule, crayeux, crasseux",3
craquant,"croquant, craquement, crachat",3
craqueler,"craquer, craquelé",2
craquelé,"craqueler, craquer",2
craquement,"claquement, craquant",2
craquer,"craqueler, craquelé, croquer, claquer, cravater",5
crasse,"crasseux, casse, crosse, chasse, classe",5
crasseux,"crasse, crapuleux",2
cratère,"critère, craindre, cravate, crabe, craie",5
cravate,"cravater, cratère, crabe, craie, crampe",5
cravater,"cravate, crachoter, cramer, cracher, craquer",5
crayeux,crapuleux,1
crayon,crachin,1
crayonner,cramponner,1
creton,cureton,1
creuser,crevasser,1
creux,"cireux, ceux, cieux",3
crevasse,"crevasser, crevette",2
crevasser,"crevasse, crever, creuser",3
crever,crevasser,1
crevette,crevasse,1
crevé,crève,1
criant,"chiant, criquet",2
cribler,crieur,1
crier,"crieur, créer, chier, cirer",4
crieur,"crier, curieux, cribler, crisper, crisser",5
crime,"crise, cime, crème, critère",4
crin,"cran, clin, coin",3
crinière,critique,1
crique,"criquet, critique, chique, clique, cirque",5
criquet,"crique, criant",2
crise,"crisser, cerise, crime, critère",4
crisper,"crisser, crieur",2
crissement,croisement,1
crisser,"crisper, crise, crieur",3
critique,"critiquer, crique, critère, crinière",4
critiquer,critique,1
critère,"cratère, critique, crime, crise, crique",5
croate,"crotte, croûte, croisée, croisade, croyable",5
croc,"crochu, crac, choc",3
crochet,"crochu, croyant",2
crochu,"crochet, croc",2
croire,"croisière, croisade",2
croisade,"croissance, croisière, croire, croate, crosse",5
croisement,"crissement, croissant",2
croiser,"croiseur, croisé, croupir",3
croiseur,"croiser, croquer, crouler",3
croisière,"croire, croisée, croisade",3
croissance,"croissant, croisade, croyance",3
croissant,"croissance, croisement, croyant, croquant, croulant",5
croisé,"croisée, croiser",2
croisée,"croisé, croisière, croate, crotte, croupe",5
croix,choix,1
croquant,"craquant, choquant, croissant",3
croquer,"craquer, choquer, cloquer, croiseur, croupir",5
crosse,"crasse, croître, croisade",3
crotte,"carotte, crottin, croate, croûte, cotte",5
crottin,crotte,1
croulant,"coulant, croissant",2
crouler,"couler, croiseur",2
croupe,"croupir, coupe, croisée, croître",4
croupir,"croupe, croiser, croquer",3
croyable,croate,1
croyance,"croyant, croissance, croate",3
croyant,"croyance, croissant, crochet",3
croître,"cloître, crosse, croupe, croisée",4
croûte,"croûton, croate, crotte, croisée",4
croûton,croûte,1
cruche,"crèche, couche",2
crucial,cruel,1
crucifier,"crucifix, crucifié",2
crucifix,"crucifié, crucifier",2
crucifié,"crucifix, crucifier, crudité",3
crudité,crucifié,1
crue,"cruel, cure",2
cruel,"crue, crucial",2
crâne,"crâner, crâneur",2
crâner,"crâne, crâneur",2
crâneur,"crâner, crâne",2
crèche,cruche,1
crème,"crève, crime",2
crève,"crème, crevé",2
créancier,"crémier, crécher",2
créateur,"créature, crépiter, créer, crécher, crémier",5
créature,"créateur, crématoire",2
crécelle,créole,1
crécher,"cracher, crépiter, créancier, créateur",4
créer,"crier, crépiter, créateur",3
crématoire,créature,1
crémier,"créancier, créateur",2
créneau,crépu,1
créole,crécelle,1
crépi,crépu,1
crépiter,"créer, crécher, créateur",3
crépu,"crépi, créneau",2
crépusculaire,crépuscule,1
crépuscule,crépusculaire,1
crêpe,crête,1
crête,crêpe,1
cube,"cure, cuve, cubique",3
cubique,cube,1
cuiller,"cuillerée, ciller, cailler, cuisiner, cuir",5
cuillerée,cuiller,1
cuillère,"cuire, cuivre",2
cuir,"cuire, cuit, cuiller",3
cuirasse,"cuirasser, cuirassé, cuirassier, cuire",4
cuirasser,"cuirasse, cuirassier, cuirassé",3
cuirassier,"cuirasser, cuirasse",2
cuirassé,"cuirasse, cuirasser",2
cuire,"cuir, cuivre, cure, cuite, cire",5
cuisant,cuit,1
cuisine,"cuisiner, cuisinier, cuistance, cuire, cuite",5
cuisiner,"cuisine, cuisinier, cuiller",3
cuisinier,"cuisiner, cuisine",2
cuisse,"cuisson, caisse",2
cuisson,"cuisse, caisson",2
cuistance,cuisine,1
cuistot,cuit,1
cuit,"cuite, cuir, cuisant, cuistot",4
cuite,"cuit, cuire, culte, cuisine",4
cuivre,"cuivré, cuire, cuillère, cuisine",4
cuivré,cuivre,1
culasse,"classe, culte, culotte, culture",4
culbuter,cultiver,1
culot,"culotte, calot",2
culotte,"culot, calotte, culasse, culture",4
culte,"cuite, culasse",2
cultivateur,cultiver,1
cultiver,"cultivé, cultivateur, culbuter",3
cultivé,cultiver,1
culture,"culturel, culasse, culotte",3
culturel,culture,1
cure,"curer, curé, cuire, cube, cuve",5
curer,"cure, cuver, cirer",3
cureton,creton,1
curieusement,copieusement,1
curieux,crieur,1
curé,"cure, ciré",2
cuve,"cuver, cuvette, cube, cure, cave",5
cuver,"cuve, couver, curer",3
cuvette,cuve,1
cycle,cycliste,1
cycliste,"cycle, cyclone, cyclope",3
cyclone,"cyclope, cycliste",2
cyclope,"cyclone, clope, cycliste",3
cygne,cogne,1
cylindre,cylindrique,1
cylindrique,cylindre,1
cynique,conique,1
câble,cible,1
câlin,clin,1
cèdre,"cadre, cidre",2
cécité,cité,1
céleste,célèbre,1
célèbre,céleste,1
cérémonial,cérémonie,1
cérémonie,"cérémonieux, cérémonial",2
cérémonieux,cérémonie,1
cône,côte,1
côte,"côté, cône, cote",3
côté,"côte, cité, cote",3
dague,"drague, digue",2
daigner,dédaigner,1
daim,dais,1
dais,"daim, dans",2
dallage,déballage,1
dalle,daller,1
daller,dalle,1
dame,"damer, dames, drame, date, dôme",5
damer,"dame, dames, damier, damner, dater",5
dames,"dame, damer",2
damier,"damer, damner",2
damner,"damer, damier",2
dandiner,"danger, danser",2
danger,"danser, dandiner",2
dans,"danse, danser, dedans, dais",4
danse,"danser, dans, danseur, dense",4
danser,"danse, danseur, danger, dans, dandiner",5
danseur,"danser, danse",2
dard,darder,1
darder,dard,1
date,"dater, datte, dame",3
dater,"date, damer, datte, doter",4
datte,"date, dater, dette",3
dedans,dans,1
delà,deçà,1
demande,"demander, demeure",2
demander,"demande, demeurer",2
demeure,"demeurer, demeuré, demi-heure, demande",4
demeurer,"demeure, demeuré, demander",3
demeuré,"demeure, demeurer",2
demi-cercle,demi-siècle,1
demi-frère,demi-heure,1
demi-heure,"demeure, demi-frère, demi-lune",3
demi-lune,demi-heure,1
demi-siècle,demi-cercle,1
denier,"dernier, dentier",2
denrée,denture,1
dense,"danse, denture, dentiste",3
densité,dentelé,1
dent,dont,1
dentelle,"dentelé, dentellière, dentiste, denture",4
dentellière,dentelle,1
dentelé,"dentelle, densité",2
dentier,denier,1
dentiste,"dentelle, denture, dense",3
denture,"devanture, dentelle, dentiste, dense, denrée",5
dernier,denier,1
derrière,derviche,1
derviche,derrière,1
descendance,"descendant, descendre",2
descendant,descendance,1
descendre,descendance,1
descente,destinée,1
description,destruction,1
desquelles,desquels,1
desquels,"desquelles, dessus",2
dessein,dessin,1
desserrer,"desserte, dessiner, dessécher",3
dessert,desserte,1
desserte,"dessert, desserrer",2
dessin,"dessein, dessiner, destin",3
dessinateur,dessiner,1
dessiner,"dessin, destiner, dessinateur, desserrer, dessécher",5
dessous,dessus,1
dessus,"dessous, desquels",2
dessécher,"desserrer, dessiner",2
destin,"destiné, destiner, destinée, dessin",4
destination,destruction,1
destiner,"destin, dessiner, destiné, destinée",4
destiné,"destinée, destin, destiner",3
destinée,"destiné, destin, destiner, descente",4
destruction,"destination, description",2
dette,datte,1
deux,doux,1
devancer,"deviser, devenir",2
devanture,denture,1
devenir,"devancer, deviser",2
devers,divers,1
deviner,"deviser, devoir",2
devis,"devise, deviser",2
devise,"deviser, devis",2
deviser,"devise, deviner, devis, diviser, devancer",5
devoir,"deviner, deviser",2
deçà,delà,1
diable,diadème,1
diadème,"diable, diamètre",2
dialecte,"dialectique, dialogue",2
dialectique,dialecte,1
dialogue,"dialoguer, dialecte",2
dialoguer,dialogue,1
diamètre,diadème,1
diarrhée,diatribe,1
diatribe,diarrhée,1
dictateur,"dictature, dicter",2
dictature,dictateur,1
dicter,dictateur,1
diffus,diffuser,1
diffuser,diffus,1
différemment,différent,1
différence,"différent, différencier, différents, déférence",4
différencier,différence,1
différent,"différents, différence, différer, différemment",4
différents,"différent, différence",2
différer,"différent, différé",2
différé,différer,1
digestif,digestion,1
digestion,digestif,1
digne,digue,1
digue,"dingue, digne, dague",3
dilater,dilaté,1
dilaté,dilater,1
dingue,digue,1
diplomate,"diplomatie, diplomatique, diplôme",3
diplomatie,"diplomate, diplomatique",2
diplomatique,"diplomatie, diplomate",2
diplôme,diplomate,1
dire,"direct, dure",2
direct,dire,1
direction,directive,1
directive,direction,1
disant,"distant, disjoint, discret, distinct, distrait",5
discernement,discrètement,1
discerner,"discuter, dispenser",2
