target_word,similar_words,similarity_count
borner,"borne, border, berner, borgne, bonder",5
borné,"borne, bordé, bondé, bonté, baron",5
bosquet,bouquet,1
boss,"bosse, bossu, bosser, bois, basse",5
bosse,"bosser, boss, bossu, bosselé, brosse",5
bosseler,"bosser, bosselé, brosser, boussole",4
bosselé,"bosseler, bosse, bosser, boussole",4
bosser,"bosse, bosseler, brosser, bosselé, boss",5
bossu,"boss, bosse, basse, baisse",4
botte,"botter, botté, boîte, butte, battue",5
botter,"botte, boiter, batteur, batterie, battre",5
botté,"botte, bonté, battu, butte, battue",5
boubou,bouleau,1
bouc,"boue, boum, bout, boucan, bouche",5
boucan,"bouc, bourbon, bouffon, bouquin, bourdon",5
bouche,"boucher, bouché, bouchée, boucle, babouche",5
boucher,"bouche, boucherie, boucler, bouché, bouchée",5
boucherie,"boucher, bouche, bouderie, bouchée, bicher",5
bouchon,"bouche, bouché, baluchon, bouillon, bourgeon",5
bouché,"bouchée, bouche, bouclé, boucher, bouchon",5
bouchée,"bouché, bouche, boucher, boucherie, boche",5
boucle,"boucler, bouclé, boule, bouche, bouc",5
boucler,"boucle, bouclier, bouler, boucher, bouclé",5
bouclier,"boucler, boulier, boucle, boucher, bouler",5
bouclé,"boucle, bouché, boucler, bouc, bocal",5
bouddhisme,bouddhiste,1
bouddhiste,bouddhisme,1
bouder,"boudeur, bouderie, bouger, bouler, bonder",5
bouderie,"bouder, boucherie, boiserie, boudeur, broderie",5
boudeur,"bouder, boudoir, bouderie, blondeur, boudiner",5
boudin,"boudiner, badin, bourbon, bouchon, bouffon",5
boudiner,"boudin, bouder, bouquiner, boulier, bougonner",5
boudoir,"boutoir, bougeoir, bouder, boudeur, boudiner",5
boue,"bouc, boum, bout, bouge, boule",5
boueux,"boue, bourbeux",2
bouffant,"bouffon, bouillant, bougnat",3
bouffe,"bouffer, bouffi, bouffée, bouffir, bouffon",5
bouffer,"bouffe, bouffir, bouffi, bluffer, bouffée",5
bouffi,"bouffir, bouffe, bouffer, bouffon, bouffée",5
bouffir,"bouffi, bouffer, bouffe, bougeoir, bouillir",5
bouffon,"bouffe, bouffi, bouffant, bouillon, bourgeon",5
bouffée,"bouffe, bouffi, bouffer, boue, bouge",5
bouge,"bouger, bougie, bougre, boue, boule",5
bougeoir,"bouger, boudoir, boutoir, bourgeois, bourgeon",5
bouger,"bouge, bouder, bougre, bouler, bougeoir",5
bougie,"bouge, bougre, bouger, bouderie, bouillie",5
bougnat,"bout, boulet, boulot, bouffant, bouquet",5
bougnoule,"boussole, bagnole, bignole",3
bougon,"boulon, bouton, bourgeon, bouillon, bouquin",5
bougonner,"boutonner, bourdonner, bouillonner, bouger, boudiner",5
bougre,"bouge, bougie, bouger, bourre, bourse",5
bouillant,"bouillonnant, bouillon, brillant, bouffant, ballant",5
bouille,"bouilli, bouillie, bouillir, bouillon, brouille",5
bouilli,"bouillie, bouillir, bouille, bouillon, brouille",5
bouillie,"bouilli, bouillir, bouille, bouillon, bouilloire",5
bouillir,"bouilli, bouillie, bouille, bouilloire, bouillon",5
bouilloire,"bouillotte, bouillir, bouillie, bouille, bâiller",5
bouillon,"brouillon, bouille, bouilli, bouillie, bouillir",5
bouillonnant,"bouillonnement, bouillonner, bouillant, bourdonnant",4
bouillonnement,"bouillonnant, bourdonnement",2
bouillonner,"bouillonnant, bâillonner, bougonner, boutonner, bourdonner",5
bouillotte,"bouilloire, bouille, bouillie, boulette",4
boulanger,"boulangerie, bouler, bouger, boulier, boudiner",5
boulangerie,boulanger,1
boule,"bouler, boulet, bouleau, boucle, boue",5
bouleau,"boule, bouler, boulet, bourreau, boubou",5
bouler,"boule, boulet, boulier, boucler, bouleau",5
boulet,"boule, bouler, boulette, boulot, bouleau",5
boulette,"boulet, boule, brouette, bouillotte, burette",5
bouleversant,"bouleverser, bouleversé, bouleversement",3
bouleversement,bouleversant,1
bouleverser,"bouleversé, bouleversant",2
bouleversé,"bouleverser, bouleversant",2
boulier,"bouclier, bouler, boucler, boulanger, boudiner",5
boulon,"boulot, bougon, bouton, bouillon, bourgeon",5
boulot,"boulon, boulet, blot, bougnat, bouquet",5
boum,"bouc, boue, bout",3
bouquet,"bosquet, baquet, biquet, boutique, bout",5
bouquin,"bouquiner, boucan, bougon, boulon, bourbon",5
bouquiner,"bouquin, boudiner, boutiquier, bougonner, boutonner",5
bourbeux,"boueux, bourreau, bordeaux",3
bourbon,"bourdon, bourgeon, bouillon, boucan, boudin",5
bourdon,"bourbon, bourgeon, bouillon, boucan, bouquin",5
bourdonnant,"bourdonnement, bouillonnant",2
bourdonnement,"bourdonnant, bouillonnement",2
bourdonner,"bougonner, boutonner, bouillonner, boudiner",4
bourg,"bouge, berge",2
bourgade,"bourrade, bourgeon, bourre, bourse, bourrée",5
bourgeois,"bourgeoisie, bourgeon, bougeoir",3
bourgeoisie,bourgeois,1
bourgeon,"bourgeois, bourbon, bourdon, bougon, bourgade",5
bourrade,"bourgade, bourre, bourrée, bourrasque, bourrer",5
bourrasque,"bourrique, bourrade",2
bourre,"bourrer, bourru, bourré, bourrée, bourreau",5
bourreau,"bourre, bourrer, bourru, bouleau, bureau",5
bourrelet,boulet,1
bourrer,"bourre, bourreau, bourru, bourré, beurrer",5
bourrin,"bourre, bourru, bourré, bourgeon, boucan",5
bourrique,"bourrasque, boutique, bourre, bourrée, bourrade",5
bourru,"bourre, bourré, bourrer, bourrin, bourrée",5
bourré,"bourrée, bourre, bourru, bourrer, bourrin",5
bourrée,"bourré, bourre, bourru, bourrer, bourrade",5
bourse,"bouse, bourre, bourgade, bourrade, bougre",5
boursoufler,"boursouflé, boursouflure, bousculer",3
boursouflure,"boursoufler, boursouflé",2
boursouflé,"boursoufler, boursouflure",2
bousculade,bousculer,1
bousculer,"bousculade, bousiller, bouler, basculer, boucler",5
bouse,"bourse, blouse, boue, bouge, boule",5
bousiller,"bousculer, boitiller, bouille, brouiller, bouler",5
boussole,"bouse, boule, boucle, bouille, bougnoule",5
bout,"bouc, boue, boum, bouton, brut",5
boutanche,bouche,1
bouteille,"bouille, broutille, bousiller, bouillie, brouille",5
boutique,"boutiquier, bourrique, bouquet, bouteille, bougie",5
boutiquier,"boutique, bouquiner",2
boutoir,"boudoir, bouton, bougeoir, boutonner, bouillir",5
bouton,"boutonné, boutoir, bougon, boulon, bout",5
boutonner,"boutonneux, boutonné, bougonner, bourdonner, boutonnière",5
boutonneux,boutonner,1
boutonnière,boutonner,1
boutonné,"boutonner, bouton",2
bouée,"boue, bouge, boule, bouse, buée",5
boxe,"boxer, boxeur, boue",3
boxer,"boxe, boxeur",2
boxeur,"boxer, boxe",2
boy-scout,"biscuit, bas-côté",2
boîte,botte,1
bracelet,bravement,1
braguette,"baguette, brouette, branchette, banquette",4
braillard,"brailler, brouillard, billard, brancard, brassard",5
brailler,"briller, braillard, brouiller, batailler, branler",5
braise,"brise, brasse, baise, bras, baisse",5
brame,"bramer, brave, brume, branche, branque",5
bramer,"brame, braver, brimer, brailler, brancher",5
brancard,"brassard, brancher, braillard, bagnard",4
branchage,"branche, brancher, branchette, braquage",4
branche,"brancher, branchette, branchage, bronche, blanche",5
brancher,"branche, broncher, branler, branchage, brancard",5
branchette,"branche, brochette, branchage, braguette",4
brandir,"brancher, bramer, braver, braquer, brasier",5
branlant,"brûlant, brillant, ballant",3
branle,"branler, brassée, bravade",3
branler,"branle, brancher, brailler",3
branque,"banque, braquer, banquet, baraque, braquage",5
braquage,"braquer, branchage, branque, breuvage, bravade",5
braquer,"briquer, brusquer, branque, braquage, baraque",5
bras,"brasse, braise, brise, brisé, base",5
brasero,"brasser, brasier, briser, bravo",4
brasier,"brasser, brasero, brailler, brancher, briser",5
brassard,"brasser, brancard, braillard",3
brasse,"brasser, brassée, braise, brasserie, basse",5
brasser,"brasse, brasserie, brasier, brosser, brasero",5
brasserie,"brasser, brasse, brassée, brosser, bruisser",5
brassée,"brasse, brasser, brasserie, brosse, brame",5
bravade,"bravoure, brame, braise, branle, brasse",5
brave,"braver, bravo, brame, bave, bravoure",5
bravement,"brièvement, battement, bracelet",3
braver,"brave, bramer, baver, brailler, brancher",5
bravo,"brave, brasero",2
bravoure,"brave, bavure, bravade, braver, brochure",5
bredouille,"bredouiller, brouille, broutille, brouiller",4
bredouiller,"bredouille, brouiller, barbouiller",3
bref,bure,1
breloque,"baroque, bloquer",2
bretelle,broutille,1
breton,"baryton, baratin",2
breuvage,braquage,1
bribe,"bride, brise, bricole, brigade, brimade",5
bricolage,"bricole, bricoler",2
bricole,"bricoler, bricolage, bribe, bride, brise",5
bricoler,"bricole, bricolage, briller, barioler, brider",5
bride,"brider, bridé, bridge, bribe, brise",5
brider,"bride, brimer, briser, broder, bridge",5
bridge,"bride, brider, bricole, brigade, brimade",5
bridé,"bride, brisé, brodé, bordé, bordée",5
brigade,"brimade, brigadier, brigand, baignade, bourgade",5
brigadier,"brigade, brider",2
brigand,brigade,1
brillamment,brillant,1
brillant,"brillamment, bouillant, brisant, branlant, brûlant",5
briller,"brailler, bâiller, brouiller, bricoler, barillet",5
brimade,"brigade, bribe, brise, bridge, brique",5
brimer,"brider, briser, bramer, bricoler",4
brin,"brio, burin, brun, bain, bruine",5
brio,"brin, broc",2
brioche,"broche, brèche, brochet, bronche, bidoche",5
brique,"briquer, briquet, bique, biquet, barque",5
briquer,"brique, briquet, braquer, brusquer, bricoler",5
briquet,"brique, briquer, biquet, brisant",4
brisant,"bruissant, brillant, briquet",3
brise,"briser, brisé, braise, bribe, bride",5
briser,"brise, brider, brimer, baiser, bruisser",5
brisé,"brise, bridé, boisé, braise, bras",5
brièvement,bravement,1
broc,"broche, bloc, brio, bouc, berceau",5
brocart,bureaucrate,1
broche,"brochet, bronche, brioche, brochette, brochure",5
brochet,"broche, brochette, bronche, brochure, broncher",5
brochette,"brochet, broche, branchette, brouette, brochure",5
brochure,"broche, brochet, brochette, bronche, bravoure",5
broder,"broderie, broyer, brider, border, broncher",5
broderie,"broder, bouderie, brider, bergerie, boiserie",5
brodé,"broyé, bridé, bordé, bondé, bride",5
bronche,"broncher, broche, bronchite, branche, brochet",5
broncher,"bronche, brancher, bronzer, bronchite, broche",5
bronchite,"bronche, broncher, brochette, broche, brochure",5
bronzage,"bronze, bronzer, bronche",3
bronze,"bronzer, bronzé, bronzage, brousse",4
bronzer,"bronze, bronzé, broncher, bronzage",4
bronzé,"bronze, bronzer",2
brosse,"brosser, brousse, bosse, brasse, bosser",5
brosser,"brosse, bosser, brasser, bruisser, brousse",5
brouette,"brochette, braguette, baguette, boulette, brouter",5
brouillard,"brouiller, braillard",2
brouille,"brouiller, brouillé, broutille, brouillon, bouille",5
brouiller,"brouille, brouillé, brouillon, brouillard, bredouiller",5
brouillon,"brouille, brouillé, bouillon, brouiller, broutille",5
brouillé,"brouille, brouiller, brouillon, broutille, bouille",5
broussaille,"broussailleux, brouille, broutille",3
broussailleux,broussaille,1
brousse,"brosse, brosser, brasse, brouette, brouille",5
brouter,"brouiller, brouette, broncher, barboter",4
broutille,"brouille, brouiller, broussaille, brouillé, bouteille",5
broyer,"broder, broncher, bruyère, bruire, barre",5
broyé,brodé,1
brrr,"barrer, beurrer, bourrer, barrière",4
bruine,"brune, bruire, brun, bruni, brin",5
bruire,"bruine, bruyère, brunir, brunâtre, brusque",5
bruissant,"bruissement, brisant, bruyant",3
bruissement,"bruissant, brusquement, brutalement",3
bruisser,"briser, brasser, brosser, baisser, brusquer",5
bruit,"brut, bruni, brute, bruyant, béret",5
brume,"brumeux, brune, brute, brame, baume",5
brumeux,brume,1
brun,"brune, bruni, brut, brunir, brin",5
brune,"brun, bruni, bruine, brume, brute",5
bruni,"brunir, brun, brune, bruit, bruine",5
brunir,"bruni, brun, bruire, berner, borner",5
brunâtre,"brune, bruire, bruyère, bleuâtre, brute",5
brusque,"brusquer, brusquerie, brume, brune, brute",5
brusquement,"bruissement, brutalement, baraquement",3
brusquer,"brusque, brusquerie, braquer, briquer, bruisser",5
brusquerie,"brusquer, brusque",2
brut,"brute, brun, bruit, brutal, bout",5
brutal,brut,1
brutalement,"bruissement, brusquement, bruyamment",3
brute,"brut, brume, brune, bruit, butte",5
bruyamment,"bruyant, brutalement",2
bruyant,"bruyamment, bruissant, brut, bruit",4
bruyère,"bruire, brunâtre, brume, brune, brute",5
brèche,"broche, brioche",2
bréviaire,"bravoure, braver",2
brûlant,"branlant, brillant",2
brûler,"brûlure, barioler",2
brûlure,"brûler, barioler",2
brûlé,"bariolé, baril",2
buanderie,"bouderie, bander, banderole, bonder, bondir",5
buffet,"buffle, bouffe",2
buffle,"buffet, bouffe",2
buis,"bois, buse, bise",3
buisson,"boisson, bassin, bassine",3
bulbe,"bulle, bulgare, boule",3
bulgare,"bulbe, bulle, blaguer",3
bulle,"bulbe, balle, bille, bouille, boule",5
bure,"bureau, burette, buse, buée, bref",5
bureau,"bure, bourreau",2
bureaucrate,brocart,1
burette,"buvette, barrette, bure, boulette, baguette",5
burin,"brin, butin, bruine, baron, brun",5
buse,"buste, bouse, bure, buée, base",5
busqué,basque,1
buste,"buse, butte, buter, brute, bouse",5
buter,"butte, boiter, buste, brute, boutoir",5
butin,"butiner, burin, bouton, bâton, béton",5
butiner,"butin, boudiner",2
butte,"buste, buter, botte, brute, battue",5
buté,"buée, bout, brut",3
buvard,bavard,1
buvette,"burette, boulette, baguette, brouette",4
buveur,"baver, bavure",2
buée,"bouée, bure, buse, buté, béer",5
bâche,"biche, boche, bêche, bûche, bouche",5
bâcler,"boucler, bouclier",2
bâfrer,beau-frère,1
bâiller,"briller, bâillonner, brailler, bouillir, bouilloire",5
bâillon,"bouillon, ballon",2
bâillonner,"bouillonner, bâiller",2
bâti,bâtir,1
bâtiment,"boniment, bêtement, bâtonnet",3
bâtir,"bâti, boutoir, buter, boiter",4
bâton,"béton, bouton, butin",3
bâtonnet,"bonnet, bâtiment",2
béant,"béat, bénit, bonté, benêt",4
béat,"béant, bath",2
bébête,bête,1
bécane,boucan,1
béer,buée,1
bégayer,"bouger, bougeoir, bougre",3
béguin,"bougon, bagne, beigne",3
bélier,"boulier, biler, balayer, bouler, balayeur",5
bénin,"bénir, bénit, banane, benne, bonne",5
bénir,"bénin, bénit, bénitier",3
bénit,"bénin, bénir, béant, benêt, bonté",5
bénitier,"bénir, bénéficier, bien-être",3
bénédictin,bénédiction,1
bénédiction,bénédictin,1
bénéfice,"bénéficier, bénéfique, bénévole",3
bénéficiaire,bénéficier,1
bénéficier,"bénéfice, bénéficiaire, bénitier",3
bénéfique,bénéfice,1
bénévole,bénéfice,1
béquille,"bouille, brouille, bouillie",3
béret,"brut, bruit, brute",3
béton,"bâton, bouton, butin",3
bêche,"bêcher, bêcheur, biche, boche, bâche",5
bêcher,"bêche, bêcheur, bicher, bûcher, boucher",5
bêcheur,"bêcher, bêche, bicher, bûcher, boucher",5
bête,"bébête, bite",2
bêtement,"battement, bâtiment",2
bûche,"bûcher, biche, boche, bâche, bêche",5
bûcher,"bûche, bûcheron, bicher, bêcher, boucher",5
bûcheron,bûcher,1
cabane,"cabanon, cabine",2
cabanon,"cabane, canon",2
cabine,"cabinet, carabine, cabane, canine",4
cabinet,"cabine, carabine, cabriolet",3
cabosser,"casser, caresser, carabosse, cabrer, carrosse",5
cabrer,"cambrer, cadrer, carrer, chambrer, cabosser",5
cabriolet,"carriole, cabinet",2
caca,"casa, coca, clac, crac",4
cacahuète,"cachette, cachet, cachot",3
cache,"cacher, cachet, caché, cachette, coche",5
cachemire,"cachette, cauchemar",2
cacher,"cache, cachet, cacheter, cracher, cocher",5
cachet,"cache, cacher, cacheter, cachette, cachot",5
cacheter,"cachette, cacher, cachet, crachoter, cahoter",5
cachette,"cacheter, cachet, cache, clochette, couchette",5
cachot,"cachet, cahot, cacahuète",3
caché,"cache, craché, couché, coche, couche",5
cadastral,cadastre,1
cadastre,"cadastral, cadavre, cadre",3
cadavre,"cadastre, caddie, cadence",3
caddie,"cadi, cadavre, cadence",3
cadeau,caveau,1
cadenasser,carnassier,1
cadence,"cadencé, carence, cadre, caddie, cadavre",5
cadencé,cadence,1
cadet,cadre,1
cadi,"caddie, caïd, chai",3
cador,"cadre, céder, cidre, cèdre, coudre",5
cadran,carcan,1
cadre,"cadrer, cidre, cèdre, cadastre, cadet",5
cadrer,"cadre, cabrer, carrer, coudrier",4
cafard,canard,1
cafetier,"cafetière, canotier, cacheter, captiver, chantier",5
cafetière,"cafetier, cimetière",2
cage,"cageot, cake, cale, came, cape",5
cageot,cage,1
cagna,"canal, cogne, cygne",3
cagoule,"cage, coaguler, cigale",3
cahier,"chier, casier, cacher, chiner, chiper",5
cahot,"cahoter, cachot, calot, canot, capot",5
cahoter,"cahot, crachoter, cacheter, canotier, clapoter",5
cahute,"chute, chahuter, cahot, chahut, chuter",5
caillasse,"caille, caisse, calebasse",3
caille,"cailler, caillé, canaille, caillot, caillou",5
cailler,"caille, ciller, caillé, cuiller, cisailler",5
caillot,"caillou, caille, caillé, carillon, collet",5
caillou,"caillot, caille, caillé, carillon, couille",5
caillé,"caille, cailler, caillot, caillou, couille",5
caisse,"casse, caisson, caissier, cuisse, caillasse",5
caissier,"caisse, casier, casser, cerisier, crisser",5
caisson,"caisse, cuisson, chausson, coussin",4
cake,"cage, cale, came, cape, case",5
calamité,"capacité, calciné, climat",3
calcaire,"calvaire, claire, calibre, calciner, calice",5
calciner,"calciné, calculer, caler, coltiner, calmer",5
calciné,"calciner, calamité, caleçon",3
calcul,calculer,1
calculer,"calcul, calciner, caler, circuler, calmer",5
cale,"caler, calme, cavale, cage, cake",5
calebasse,caillasse,1
calendrier,cendrier,1
caler,"cale, calmer, calter, cavaler, caser",5
caleçon,calciné,1
calibre,"calcaire, calvaire, cale, célèbre, calme",5
calice,"calife, calicot, clic, calcaire, calotte",5
calicot,"calice, calmant",2
calife,"calice, calcaire, calotte, calèche, calvaire",5
calmant,"calmement, charmant, calot, calicot, clément",5
calme,"calmer, cale, came, caler, calibre",5
calmement,"campement, calmant, camembert",3
calmer,"calme, caler, calter, clamer, calciner",5
calomnie,"colonie, calotte, calvitie, calme",4
calot,"calotte, cahot, canot, capot, culot",5
calotte,"calot, carotte, culotte, camelote, calomnie",5
calter,"caler, calmer, capter, calciner, calculer",5
calvaire,"calcaire, claire, calvitie, calibre, calice",5
calvitie,"calvaire, calomnie, calice, calife, calibre",5
calèche,"cloche, cale, calme, calife, calibre",5
camarade,camaraderie,1
camaraderie,camarade,1
cambouis,"cambuse, campus, chamois, cramoisi",4
cambrer,"chambrer, cabrer, cambré, chambre, campeur",5
cambriolage,cambrioleur,1
cambrioleur,cambriolage,1
cambrousse,cambuse,1
cambré,"cambrer, chambrée",2
cambuse,"cambrousse, cambouis, came",3
came,"camp, calme, cage, cake, cale",5
camelot,camelote,1
camelote,"camelot, calotte, camisole",3
camembert,"campement, calmement",2
camion,champion,1
camionnette,chansonnette,1
camionneur,"capitonner, cramponner, claironner",3
camisole,"carriole, camelote",2
camouflage,camoufler,1
camoufler,"camouflage, chambouler",2
camp,"came, camper, campus, champ, cape",5
campagne,"champagne, campanile, compagnie",3
campanile,"campagne, compagnie, champagne",3
campement,"calmement, camembert",2
camper,"campeur, camp, calmer, capter, crampe",5
campeur,"camper, clameur, compteur, cambrer, charmeur",5
camping,champion,1
campus,"camp, cambouis, compas, composé",4
canadien,"canadienne, candide, canaille",3
canadienne,canadien,1
canaille,"caille, cannelle, cailler, canicule, chenille",5
canal,cagna,1
canaliser,"cavalier, canotier",2
canard,"canari, cafard",2
canari,"canard, couiner",2
cancan,"cancer, cancre, carcan, caneton",4
cancer,"cancre, canner, cancan, coincer, canotier",5
cancre,"cancer, cancan, candide, canette, cantine",5
candeur,"chanteur, conduire, cendre, cendré, ceindre",5
candidat,candide,1
candide,"candidat, canadien, canne, cancre, canaille",5
caneton,"canton, cantine, cancan, contenu, continu",5
canette,"cachette, carpette, cassette, causette, cornette",5
caniche,"canicule, corniche, cinoche, canne, canaille",5
canicule,"caniche, canine, canaille, cannelle, calculer",5
canine,"cantine, canne, cabine, canner, chanoine",5
caniveau,"caveau, convoi",2
canne,"canner, canine, cannelle, carne, canon",5
cannelle,"canne, canaille, chandelle, canicule, canette",5
canner,"canne, cancer, cantonner, canine, canotier",5
canon,"canot, canton, cabanon, canne, canine",5
canonnade,"cantonade, colonnade, cotonnade, cantonner",4
canot,"canon, cahot, calot, capot, chant",5
canotier,"cocotier, cafetier, chantier, cantonnier, cahoter",5
cantine,"canine, cantique, canton, centaine, chanoine",5
cantique,"cantine, critique, chaotique, conique, cynique",5
canton,"caneton, canon, carton, cantine, chaton",5
cantonade,"canonnade, cantonner, cotonnade, cantine",4
cantonnement,"couronnement, contentement, consentement",3
cantonner,"cantonnier, chantonner, cartonner, capitonner, canner",5
cantonnier,"cantonner, chansonnier, chantonner, cartonner, canotier",5
capable,"cartable, coupable, capitale, cape, capote",5
capacité,"captivité, calamité",2
cape,"carpe, chape, cage, cake, cale",5
capeline,"capitaine, caprice, chapelle, calciner, chapelet",5
capitaine,"capitale, capitalisme, capitaliste, capeline",4
capital,capitale,1
capitale,"capital, capitaine, capitalisme, capitaliste, capituler",5
capitalisme,"capitaliste, capitale, capitaine",3
capitaliste,"capitalisme, capitale, capitaine",3
capiteux,"capitale, capricieux, copieux, chapiteau, chapitre",5
capitonner,"capitonné, cantonner, cartonner, capituler, chantonner",5
capitonné,capitonner,1
capitulation,circulation,1
capituler,"capitale, capitonner, capturer, capter, captiver",5
capot,"capote, cahot, calot, canot",4
capote,"capot, capter, clapoter, capable, caprice",5
caprice,"cape, capote, capeline, capable, capsule",5
capricieux,capiteux,1
capsule,"crapule, capitale, cape, capote, caprice",5
capter,"calter, captiver, capturer, capture, capote",5
captiver,"capter, capturer, cultiver, capituler, cafetier",5
captivité,capacité,1
capture,"capturer, capter, créature, cape, capote",5
capturer,"capture, capter, captiver, capituler, clôturer",5
carabine,"carabinier, cabine, caravane, carabosse, carbone",5
carabinier,"carabine, carboniser",2
carabosse,"carrosse, cabosser, carabine, carcasse, caresse",5
caracoler,"carreler, crachoter, cercler, circuler, circulaire",5
caractère,"cratère, carrière, caricature, cataracte",4
carafe,"carabine, carapace, caravane, carcasse, carbone",5
caramel,carnaval,1
carapace,"caravane, carafe, carabine, carence, carpe",5
carat,"carte, croate, court, cruauté, crête",5
caravane,"carabine, carapace, carne, carafe, carnaval",5
carbone,"carabine, charbon, caravane, carabosse, carpe",5
carboniser,"charbonnier, cartonner, carabinier",3
carburant,caressant,1
carcan,"cancan, cadran",2
carcasse,"caresse, carrosse, cocasse, crasse, carabosse",5
carcéral,"cérébral, cardinal, carnaval",3
cardiaque,carlingue,1
cardinal,"carnaval, cordial, carcéral",3
carence,"cadence, carapace, carrure, carpe, carte",5
caressant,"cassant, carburant, croissant",3
caresse,"caresser, carcasse, carrosse, carabosse, carrure",5
caresser,"caresse, casser, cesser, cabosser, carrer",5
cargo,"cierge, cirage, courage",3
caricatural,caricature,1
caricature,"caricatural, caractère",2
carillon,"couillon, caillot, caillou, carton",4
carlingue,cardiaque,1
carnage,"carrelage, carpe, carte, carrée, carême",5
carnassier,"cuirassier, caresser, cadenasser",3
carnaval,"cardinal, caravane, carcéral, caramel",4
carne,"carnet, carpe, carte, canne, cerne",5
carnet,"carne, cornet, carrelet, crainte, courant",5
carotte,"crotte, calotte, carpette, carrosse, carne",5
carpe,"cape, carne, carte, carpette, carbone",5
carpette,"carpe, carotte, canette, cachette, cassette",5
carreau,"carrer, carré, carrée, courre, cirer",5
carrefour,"carrer, carreler",2
carrelage,"carreler, carrelet, carnage",3
carreler,"carrelet, carrer, carrelage, carrefour, caracoler",5
carrelet,"carreler, carrelage, carriole, carnet, carrément",5
carrer,"carreler, carreau, cabrer, cadrer, carrure",5
carriole,"carrière, cabriolet, carreler, carrelet, carrée",5
carrière,"carrure, carriole, carrer, clairière, charnière",5
carrosse,"carrosserie, carrousel, carabosse, carcasse, caresse",5
carrosserie,carrosse,1
carrousel,carrosse,1
carrure,"carrer, carrière, carriole, carrosse, carence",5
carré,"carrée, carreau, courre, courroie, cirer",5
carrée,"carré, carrer, carriole, carrière, carrosse",5
carrément,carrelet,1
cartable,"capable, charitable, carte, carriole, carabine",5
carte,"charte, carne, carpe, caste, cartable",5
carton,"canton, carillon, chaton, creton, cureton",5
cartonner,"cantonner, capitonner, chantonner, cantonnier, crayonner",5
cartouche,cartouchière,1
cartouchière,cartouche,1
carême,"charme, carbone, carence, caresse, carnage",5
casa,"case, caca",2
casaque,"casque, cosaque, casquer, casqué, case",5
cascade,"cascader, case, casse, caste, casque",5
cascader,"cascade, caser, casier, casser, casquer",5
case,"caser, casse, casa, caste, cause",5
casemate,"cassette, caste, caserne, causette, cascade",5
caser,"casser, case, caserne, casier, causer",5
caserne,"caser, caverne, case, casserole, casse",5
casier,"caser, casser, cahier, caissier, cascader",5
casino,"cuisine, cousin",2
casque,"casquer, casqué, casaque, casquette, caïque",5
casquer,"casque, casqué, casaque, claquer, craquer",5
casquette,"casque, cassette, coquette, causette",4
casqué,"casque, casquer, casaque, cosaque",4
cassant,"causant, caressant",2
casse,"casser, case, cassé, casseur, caisse",5
casser,"casse, caser, casseur, chasser, classer",5
casserole,"cassette, caserne, cassure, cassoulet",4
cassette,"causette, casquette, casse, chaussette, canette",5
casseur,"casser, chasseur, classeur, casse, cassure",5
cassoulet,casserole,1
cassure,"casseur, casser, chaussure, cassette, casserole",5
cassé,"casse, chassé, classé, caisse, cesse",5
caste,"chaste, case, casse, carte, casemate",5
castor,"casquer, casseur",2
cataclysme,catéchisme,1
catacombe,catalogue,1
catalogue,"cataloguer, catacombe",2
cataloguer,catalogue,1
cataracte,caractère,1
catastrophe,catastrophique,1
catastrophique,catastrophe,1
catholique,catégorique,1
catéchisme,cataclysme,1
catégorie,catégorique,1
catégorique,"catégorie, catholique",2
cauchemar,cachemire,1
causant,"cassant, cuisant, craquant",3
cause,"causer, clause, case, causerie, causette",5
causer,"cause, causerie, caser, casser, chausser",5
causerie,"causer, causette, cause, caserne, caser",5
causette,"cassette, chaussette, causerie, cause, canette",5
caution,"citation, création, coton, citoyen",4
cavalcade,"cavale, cavalerie",2
cavale,"cavaler, cavalerie, cavalier, cale, cavalcade",5
cavaler,"cavale, cavalier, cavalerie, caler, cravater",5
cavalerie,"cavaler, cavale, chevalerie, cavalier, cavalcade",5
cavalier,"cavaler, cavale, cavalerie, chevalier, canaliser",5
cave,"caveau, caverne, cage, cake, cale",5
caveau,"cadeau, cave, caniveau",3
caverne,"caverneux, caserne, cave, cavalerie, cavale",5
caverneux,caverne,1
caviar,"cavaler, cavalier, civière, cuver, couver",5
cavité,civet,1
caïd,cadi,1
caïque,"casque, chaque, claque",3
ceindre,"cendre, ceinture, craindre, cylindre, cendré",5
ceinture,"ceinturer, ceinturon, ceindre, censure, centre",5
ceinturer,"ceinture, ceinturon, centrer, censurer, contrer",5
ceinturon,"ceinture, ceinturer",2
cela,"ciel, clac, clan",3
celle,"celles, cellule, colle, caille, couille",5
celle-ci,"celles-ci, celle-là, celui-ci",3
celle-là,"celles-là, celle-ci, celui-là, cellule",4
celles,celle,1
celles-ci,"celle-ci, celles-là, celui-ci",3
celles-là,"celle-là, celles-ci, celui-là",3
cellier,"collier, ciller, coller, cailler, cuiller",5
cellulaire,cellule,1
cellule,"celle, cellulaire, celle-là",3
celui,celui-ci,1
celui-ci,"celui-là, celui, celle-ci, celles-ci, ceux-ci",5
celui-là,"celui-ci, celle-là, celles-là, ceux-là, celle",5
cendre,"cendré, ceindre, centre, cendrier, centime",5
cendrier,"calendrier, cendre, coudrier, centrer, cerisier",5
cendré,"cendre, ceindre, conduire, candeur",4
censeur,"censure, censurer, centrer",3
