chinese_word,french_translation,chinese_sentence,french_sentence
普遍,universel,这是一个普遍现象,C'est un phénomène universel
七,sept,我有七本书,J'ai sept livres
妻子,épouse,他的妻子是老师,Son épouse est professeur
其次,ensuite,首先学习，其次休息,"D'abord étudier, ensuite se reposer"
其他,autre,其他人都回家了,Les autres personnes sont rentrées chez elles
其中,parmi,其中有三个是红色的,"Parmi eux, trois sont rouges"
奇怪,étrange,这件事很奇怪,Cette chose est très étrange
起床,se lever,我每天七点起床,Je me lève tous les jours à sept heures
起来,se lever,天气开始变冷起来了,Le temps commence à devenir froid
气候,climat,这里的气候很好,Le climat ici est très bon
千,mille,这本书要一千元,Ce livre coûte mille yuans
千万,des millions; surtout,你千万别忘了带护照。,Surtout n'oublie pas ton passeport.
前面,devant; avant,商店就在前面。,Le magasin est juste devant.
敲,frapper; cogner,有人在敲门。,Quelqu'un frappe à la porte.
巧克力,chocolat,我最喜欢吃黑巧克力。,J'aime beaucoup le chocolat noir.
清楚,clair; net,我现在明白得很清楚了。,Je comprends très clairement maintenant.
晴,ensoleillé,今天是晴天。,Il fait beau aujourd'hui.
情况,situation; circonstance,请告诉我具体情况。,Dis-moi la situation exacte.
秋,automne,秋天是我最喜欢的季节。,L'automne est ma saison préférée.
区别,différence,这两种颜色没有太大区别。,Il n'y a pas beaucoup de différence entre ces deux couleurs.
取,prendre; retirer,我要去银行取钱。,Je vais retirer de l'argent à la banque.
去,aller,我明天要去北京。,Je vais à Pékin demain.
去年,l'année dernière,去年我去了法国。,"L'année dernière, je suis allé en France."
全部,tout; entier,我把作业全部做完了。,J'ai terminé tous mes devoirs.
缺点,défaut; inconvénient,每个人都有缺点。,Tout le monde a des défauts.
缺少,manquer de,这里缺少一些重要信息。,Il manque quelques informations importantes ici.
却,mais/pourtant,他很累却还在工作,Il est fatigué mais il continue à travailler
群,groupe,一群学生在操场上玩,Un groupe d'étudiants joue sur le terrain
裙子,jupe,她买了一条新裙子,Elle a acheté une nouvelle jupe
然而,cependant,天气很冷，然而他没穿外套,"Il fait froid, cependant il ne porte pas de manteau"
然后,ensuite/puis,我先吃饭然后去工作,Je mange d'abord puis je vais travailler
人,personne,这个房间里有三个人,Il y a trois personnes dans cette pièce
任何,n'importe quel,你可以选择任何颜色,Tu peux choisir n'importe quelle couleur
仍然,encore/toujours,下雨了，但他仍然想出去,"Il pleut, mais il veut toujours sortir"
日,jour/soleil,今日天气很好,Le temps est beau aujourd'hui
容易,facile,这个问题很容易,Cette question est facile
如果,si,如果下雨我就不去,"Si il pleut, je n'irai pas"
入口,entrée,商店的入口在那里,L'entrée du magasin est là-bas
三,trois,我有三本书,J'ai trois livres
散步,se promener,我喜欢在公园散步,J'aime me promener dans le parc
森林,forêt,这个森林很大,Cette forêt est grande
商店,magasin,这家商店的东西很便宜。,Les articles dans ce magasin sont bon marché.
商量,discuter,我们需要商量一下这个问题。,Nous devons discuter de cette question.
上,sur,猫在桌子上睡觉。,Le chat dort sur la table.
上班,aller au travail,我每天早上八点上班。,Je vais au travail tous les jours à huit heures.
上网,surfer sur Internet,我喜欢在家上网。,J'aime surfer sur Internet à la maison.
上午,matin,上午我去超市买东西。,"Le matin, je vais au supermarché faire des courses."
稍微,un peu,今天稍微冷一点。,Il fait un peu froid aujourd'hui.
少,peu,这里的人很少。,Il y a peu de monde ici.
社会,société,我们生活在一个现代社会。,Nous vivons dans une société moderne.
深,profond,这个湖很深。,Ce lac est très profond.
身体,corps,要注意保护身体健康。,Il faut prendre soin de la santé de son corps.
什么,quoi,你想吃什么？,Que veux-tu manger ?
甚至,même,他很忙，甚至没时间吃饭。,Il est tellement occupé qu'il n'a même pas le temps de manger.
生病,tomber malade,他昨天生病了。,Il est tombé malade hier.
生活,vie,我在北京生活了三年。,J'ai vécu à Pékin pendant trois ans.
生命,la vie,生命是很宝贵的。,La vie est précieuse.
生气,être fâché,请不要生气。,"S'il vous plaît, ne soyez pas fâché."
生日,l'anniversaire,今天是我的生日。,C'est mon anniversaire aujourd'hui.
声音,la voix/le son,你的声音很好听。,Ta voix est très belle.
省,économiser,我们要省一点钱。,Nous devons économiser un peu d'argent.
剩,rester,还剩下三个苹果。,Il reste trois pommes.
失望,déçu,他对结果很失望。,Il est déçu du résultat.
十,dix,我有十本书。,J'ai dix livres.
十分,très,这个电影十分有趣。,Ce film est très intéressant.
食品,les aliments,这些食品很新鲜。,Ces aliments sont très frais.
使,faire,这使我很开心。,Cela me rend heureux.
使用,utiliser,你会使用这个软件吗？,Sais-tu utiliser ce logiciel?
是,être,他是我的朋友。,Il est mon ami.
适合,convenir,这件衣服很适合你。,Ce vêtement te convient bien.
世界,le monde,这是世界上最高的山。,C'est la plus haute montagne du monde.
事情,affaire,这件事情很重要。,Cette affaire est très importante.
收,recevoir,我收到了你的信。,J'ai reçu ta lettre.
收入,revenu,他的月收入很高。,Son revenu mensuel est élevé.
收拾,ranger,请帮我收拾房间。,Aide-moi à ranger la chambre.
手表,montre,这是一块新手表。,C'est une nouvelle montre.
手机,téléphone portable,我的手机没电了。,Mon téléphone portable n'a plus de batterie.
首都,capitale,巴黎是法国的首都。,Paris est la capitale de la France.
首先,d'abord,首先，我们要学习法语。,"D'abord, nous devons étudier le français."
瘦,maigre,她变得很瘦了。,Elle est devenue très maigre.
受不了,insupportable,我受不了这个噪音。,Je ne supporte pas ce bruit.
受到,recevoir,他受到了表扬。,Il a reçu des compliments.
舒服,confortable,这张床很舒服。,Ce lit est très confortable.
叔叔,oncle,我的叔叔住在北京。,Mon oncle habite à Pékin.
熟悉,familier,我很熟悉这个地方。,Je suis très familier avec cet endroit.
数量,quantité,商店里的商品数量很多。,Il y a une grande quantité de produits dans le magasin.
数学,mathématiques,我最喜欢的科目是数学,Ma matière préférée est les mathématiques
数字,chiffre,请输入六位数字密码,Veuillez entrer un mot de passe à six chiffres
双,paire,这双鞋子很舒服,Cette paire de chaussures est très confortable
水,eau,我每天喝八杯水,Je bois huit verres d'eau par jour
水果,fruit,超市的水果很新鲜,Les fruits du supermarché sont très frais
水平,niveau,他的汉语水平很高,Son niveau de chinois est très élevé
司机,chauffeur,我爸爸是出租车司机,Mon père est chauffeur de taxi
死,mourir,这条路是死胡同,Cette rue est une impasse
四,quatre,我家在四楼,J'habite au quatrième étage
送,livrer,我要送这个包裹给妈妈,Je vais livrer ce colis à ma mère
速度,vitesse,这辆车的速度太快了,La vitesse de cette voiture est trop rapide
塑料袋,sac plastique,请给我一个塑料袋,"Donnez-moi un sac plastique, s'il vous plaît"
酸,acide,这个柠檬很酸,Ce citron est très acide
算,calculer,让我算一下总价,Laissez-moi calculer le prix total
虽然,bien que,虽然下雨了，我们还是去散步,"Bien qu'il pleuve, nous allons quand même nous promener"
随便,comme on veut,你想吃什么随便点。,Commande ce que tu veux.
随着,avec,随着时间的推移，他变得更强了。,"Avec le temps, il est devenu plus fort."
所以,donc,他生病了所以没来上课。,Il était malade donc il n'est pas venu en cours.
所有,tout,所有的学生都喜欢这个老师。,Tous les étudiants aiment ce professeur.
他,il,他是我的好朋友。,Il est mon bon ami.
她,elle,她在图书馆学习。,Elle étudie à la bibliothèque.
它,il/elle (pour objets),它是一只可爱的猫。,C'est un chat mignon.
台,bureau/scène,这台电脑很贵。,Cet ordinateur est très cher.
抬,lever,请帮我抬一下这个箱子。,Aide-moi à soulever cette boîte.
太,trop,这个房间太小了。,Cette pièce est trop petite.
太阳,soleil,今天太阳很大。,Le soleil est fort aujourd'hui.
趟,fois (voyage),我今天去超市跑了两趟。,Je suis allé au supermarché deux fois aujourd'hui.
糖,sucre,这个蛋糕太甜了，放了很多糖。,"Ce gâteau est trop sucré, il y a beaucoup de sucre."
特别,spécial/particulièrement,这个餐厅特别好吃。,Ce restaurant est particulièrement bon.
特点,caractéristique,每个人都有自己的特点。,Chaque personne a ses propres caractéristiques.
踢足球,jouer au football,我每个周末都喜欢踢足球,J'aime jouer au football tous les weekends
提高,augmenter,我们需要提高工作效率,Nous devons augmenter notre efficacité au travail
提供,fournir,这家店提供免费送货服务,Ce magasin fournit un service de livraison gratuit
提前,à l'avance,我们需要提前准备考试,Nous devons nous préparer à l'avance pour l'examen
提醒,rappeler,请提醒我明天开会,"S'il vous plaît, rappelez-moi la réunion de demain"
体育,sport,他是体育老师,Il est professeur de sport
天气,temps,今天天气很好,Il fait beau aujourd'hui
甜,sucré,这个蛋糕很甜,Ce gâteau est très sucré
填空,remplir les blancs,学生们正在做填空题,Les élèves remplissent les exercices à trous
条,bande,这条街很长,Cette rue est très longue
条件,condition,工作条件很好,Les conditions de travail sont bonnes
跳舞,danser,她喜欢跳舞,Elle aime danser
听,écouter,我在听音乐,J'écoute de la musique
停止,arrêter,请停止说话,"Arrêtez de parler, s'il vous plaît"
通知,informer,老师通知我们明天考试,Le professeur nous informe qu'il y a un examen demain
同情,compassion,我很同情他的遭遇。,J'ai de la compassion pour sa situation.
同事,collègue,她是我的新同事。,Elle est ma nouvelle collègue.
同学,camarade de classe,他是我的高中同学。,Il est mon camarade de classe du lycée.
同意,être d'accord,我同意你的想法。,Je suis d'accord avec ton idée.
突然,soudain,他突然站了起来。,Il s'est levé soudainement.
推,pousser,请推门进来。,Veuillez pousser la porte pour entrer.
脱,enlever,天热时请脱掉外套。,Enlevez votre manteau quand il fait chaud.
袜子,chaussettes,我买了新袜子。,J'ai acheté de nouvelles chaussettes.
外,dehors,他在外面等你。,Il t'attend dehors.
玩,jouer,孩子们在公园玩。,Les enfants jouent dans le parc.
完,fini,作业做完了。,Les devoirs sont finis.
完成,accomplir,我已经完成了工作。,J'ai accompli mon travail.
完全,complètement,我完全理解你。,Je te comprends complètement.
碗,bol,这个碗很漂亮。,Ce bol est très beau.
晚上,soir,晚上我们去看电影。,"Ce soir, nous allons voir un film."
万,dix mille,这个城市有几万人口。,Cette ville a des dizaines de milliers d'habitants.
往,vers/aller vers,他往学校走去。,Il marche vers l'école.
往往,souvent,他往往迟到。,Il arrive souvent en retard.
网球,tennis,我喜欢打网球。,J'aime jouer au tennis.
网站,site web,这是一个很好的网站。,C'est un très bon site web.
喂,allô,喂，你好吗？,"Allô, comment vas-tu ?"
位,personne/place,这位是我的老师。,Cette personne est mon professeur.
味道,goût/saveur,这个菜的味道很好。,Ce plat a très bon goût.
文化,culture,中国文化很有趣。,La culture chinoise est très intéressante.
文章,article,这篇文章写得很好。,Cet article est bien écrit.
我,je/moi,我是学生。,Je suis étudiant.
握手,serrer la main,他们互相握手。,Ils se serrent la main.
无,sans,这里无人。,Il n'y a personne ici.
无聊,ennuyeux,这个电影很无聊。,Ce film est très ennuyeux.
五,cinq,我有五本书。,J'ai cinq livres.
西,ouest,我家在城市的西边,Ma maison est à l'ouest de la ville
西瓜,pastèque,夏天吃西瓜很爽,C'est rafraîchissant de manger de la pastèque en été
希望,espérer,我希望明天会是个好天气,J'espère qu'il fera beau demain
吸引,attirer,这个城市吸引了很多游客,Cette ville attire beaucoup de touristes
洗,laver,我需要洗这件衣服,J'ai besoin de laver ce vêtement
洗衣机,machine à laver,我的洗衣机坏了,Ma machine à laver est en panne
洗澡,prendre une douche,我每天早上洗澡,Je prends une douche tous les matins
夏,été,我最喜欢夏天,J'aime beaucoup l'été
下,descendre,请下楼来,Descendez s'il vous plaît
下午,après-midi,下午我们去公园,Nous allons au parc cet après-midi
下雨,pleuvoir,今天可能会下雨,Il va probablement pleuvoir aujourd'hui
先,d'abord,你先去吧，我随后来,"Va d'abord, je viendrai après"
先生,monsieur,王先生是我的老师,Monsieur Wang est mon professeur
咸,salé,这个汤太咸了,Cette soupe est trop salée
羡慕,envier,我很羡慕你的新工作,J'envie ton nouveau travail
限制,limiter,政府限制了进口商品。,Le gouvernement a limité les importations.
香,parfumé,这些花真香。,Ces fleurs sont vraiment parfumées.
香蕉,banane,我每天早上吃一根香蕉。,Je mange une banane chaque matin.
相反,contraire,他的想法和我的相反。,Son opinion est contraire à la mienne.
相同,identique,这两本书的内容是相同的。,Le contenu de ces deux livres est identique.
相信,croire,我相信你会成功的。,Je crois que tu vas réussir.
响,sonner,电话突然响了。,Le téléphone a soudainement sonné.
想,penser,我想去旅游。,Je pense partir en voyage.
向,vers,他向学校走去。,Il marche vers l'école.
像,ressembler,他很像他的父亲。,Il ressemble beaucoup à son père.
消息,nouvelle,你听到这个好消息了吗？,As-tu entendu cette bonne nouvelle ?
小,petit,这是一个小房间。,C'est une petite chambre.
小姐,mademoiselle,王小姐是我的老师。,Mademoiselle Wang est mon professeur.
小心,faire attention,过马路要小心。,Il faut faire attention en traversant la rue.
笑,rire,这个笑话让大家都笑了。,Cette blague a fait rire tout le monde.
效果,effet,这个药的效果很好。,L'effet de ce médicament est très bon.
些,quelques,我买了些水果。,J'ai acheté quelques fruits.
鞋,chaussures,这双鞋很舒服。,Ces chaussures sont très confortables.
写,écrire,我正在写一封信。,Je suis en train d'écrire une lettre.
新,nouveau,这是一本新书。,C'est un nouveau livre.
辛苦,pénible,这份工作很辛苦。,Ce travail est très pénible.
心情,humeur,今天我的心情很好。,Je suis de bonne humeur aujourd'hui.
信,lettre,我收到了一封信。,J'ai reçu une lettre.
信任,faire confiance,我完全信任他。,Je lui fais totalement confiance.
信心,confiance,我对未来充满信心。,J'ai confiance en l'avenir.
信用卡,carte de crédit,我用信用卡付款。,Je paie avec ma carte de crédit.
星期,semaine,下星期我要去北京。,"La semaine prochaine, je vais à Pékin."
行,aller,我们一起行动吧。,Allons-y ensemble.
行李箱,valise,我的行李箱很重。,Ma valise est très lourde.
醒,se réveiller,我每天七点醒。,Je me réveille tous les jours à sept heures.
姓,nom de famille,我姓王，你呢？,"Mon nom de famille est Wang, et vous ?"
性别,sexe,请在表格上填写你的性别。,Veuillez indiquer votre sexe sur le formulaire.
性格,caractère,他的性格很开朗。,Il a un caractère très jovial.
幸福,bonheur,他们是一个幸福的家庭。,Ils forment une famille heureuse.
兴趣,intérêt,我对音乐很有兴趣。,Je m'intéresse beaucoup à la musique.
熊猫,panda,熊猫是中国的国宝。,Le panda est un trésor national chinois.
修,réparer,我需要修我的自行车。,J'ai besoin de réparer mon vélo.
休息,se reposer,工作了一天后要好好休息。,Il faut bien se reposer après une journée de travail.
需要,avoir besoin,我需要买些食物。,J'ai besoin d'acheter de la nourriture.
学生,étudiant,教室里有很多学生。,Il y a beaucoup d'étudiants dans la classe.
学校,école,我的学校在市中心。,Mon école est au centre-ville.
雪,neige,今天下雪了。,Il neige aujourd'hui.
血,sang,他需要去医院验血。,Il doit aller à l'hôpital pour une analyse de sang.
研究生,étudiant en master,他现在是北大的研究生。,Il est actuellement étudiant en master à l'Université de Pékin.
演出,spectacle,今晚有一场精彩的演出。,Il y a un superbe spectacle ce soir.
眼睛,les yeux,他的眼睛很漂亮,Ses yeux sont beaux
阳光,le soleil,今天的阳光很温暖,Le soleil est chaleureux aujourd'hui
羊肉,le mouton,这家餐厅的羊肉很好吃,Le mouton dans ce restaurant est délicieux
养成,développer,我要养成运动的好习惯,Je veux développer une bonne habitude de faire du sport
要求,demander,老师要求我们完成作业,Le professeur nous demande de finir nos devoirs
要,vouloir,我要去商店买东西,Je veux aller au magasin faire des courses
也,aussi,我也喜欢看电影,J'aime aussi regarder des films
叶子,la feuille,树上的叶子变黄了,Les feuilles de l'arbre sont devenues jaunes
一,un,我只有一本书,Je n'ai qu'un livre
衣服,les vêtements,这件衣服很适合你,Ces vêtements te vont bien
医生,le médecin,这位医生很有经验,Ce médecin est très expérimenté
医院,l'hôpital,医院就在前面,L'hôpital est juste devant
一定,certainement,我一定会准时到,J'arriverai certainement à l'heure
一共,au total,我们一共有五个人,Nous sommes cinq personnes au total
一会儿,un moment,请等我一会儿,Attendez-moi un moment
一切,tout,一切都准备好了,Tout est prêt
以,avec/par,我以前从未见过这种情况,Je n'ai jamais vu ça auparavant
以后,après/désormais,从今以后我要好好学习,"Dorénavant, je vais étudier sérieusement"
以前,avant/autrefois,他以前住在巴黎,Il habitait à Paris avant
椅子,chaise,这把椅子很舒服,Cette chaise est très confortable
一般,ordinaire/général,这家餐厅的菜一般,La nourriture dans ce restaurant est ordinaire
一起,ensemble,我们一起去看电影吧,Allons au cinéma ensemble
一直,toujours/sans cesse,他一直在学习法语,Il étudie toujours le français
意思,sens/signification,这个词的意思很难理解,Le sens de ce mot est difficile à comprendre
阴,nuageux/sombre,今天天气很阴,"Aujourd'hui, le temps est nuageux"
因此,donc/par conséquent,他生病了，因此没来上课,"Il était malade, donc il n'est pas venu en cours"
引起,provoquer/causer,这个新闻引起了很多关注,Cette nouvelle a provoqué beaucoup d'attention
印象,impression,这部电影给我留下深刻的印象,Ce film m'a laissé une forte impression
影响,influence/effet,天气影响了我的心情,Le temps a influencé mon humeur
硬,dur/ferme,这张床太硬了,Ce lit est trop dur
勇敢,courageux/brave,他是一个勇敢的消防员。,C'est un pompier courageux.
用,utiliser,我用筷子吃饭。,Je mange avec des baguettes.
幽默,humoristique,这个老师很幽默。,Ce professeur est très humoristique.
由,par/de,这本书是由他写的。,Ce livre est écrit par lui.
由于,en raison de,由于下雨，比赛取消了。,"En raison de la pluie, le match a été annulé."
尤其,particulièrement,我喜欢水果，尤其是苹果。,"J'aime les fruits, particulièrement les pommes."
游泳,nager,夏天我喜欢去游泳。,J'aime nager en été.
有,avoir/il y a,我有一只猫。,J'ai un chat.
有名,célèbre,这家餐厅很有名。,Ce restaurant est très célèbre.
有趣,intéressant,这个电影很有趣。,Ce film est très intéressant.
友好,amical,他们是友好的邻居。,Ce sont des voisins amicaux.
又,encore/aussi,他又迟到了。,Il est encore en retard.
愉快,joyeux/agréable,祝你周末愉快！,Bon weekend!
于是,donc/ainsi,天很热，于是我开了空调。,"Il faisait chaud, donc j'ai allumé la climatisation."
与,avec/et,他与她是好朋友。,Il est ami avec elle.
羽毛球,badminton,我每周都打羽毛球,Je joue au badminton chaque semaine
遇到,rencontrer,我在街上遇到了我的老师,J'ai rencontré mon professeur dans la rue
元,yuan,这本书二十元,Ce livre coûte vingt yuans
原来,à l'origine,原来他是法国人,"À l'origine, il était français"
原因,raison,你知道原因吗？,Tu connais la raison ?
愿意,vouloir bien,我愿意帮助你,Je veux bien t'aider
越,de plus en plus,他跑得越来越快,Il court de plus en plus vite
月,mois/lune,现在是三月,C'est le mois de mars
月亮,lune,今晚的月亮很圆,La lune est très ronde ce soir
云,nuage,天上有白云,Il y a des nuages blancs dans le ciel
在,être à/dans,我在家,Je suis à la maison
再,encore,请再说一遍,Répète encore une fois s'il te plaît
早上,matin,早上好！,Bonjour !
怎么,comment,怎么去火车站？,Comment aller à la gare ?
增加,augmenter,物价在增加,Les prix augmentent
窄,étroit,这条路太窄了，车子过不去。,"Cette route est trop étroite, la voiture ne peut pas passer."
站,station/se tenir debout,请在这里站一会儿。,Veuillez vous tenir debout ici un moment.
丈夫,mari,我丈夫在医院工作。,Mon mari travaille à l'hôpital.
招聘,recruter,这家公司正在招聘新员工。,Cette entreprise recrute de nouveaux employés.
着急,s'inquiéter,别着急，我们还有时间。,"Ne t'inquiète pas, nous avons encore du temps."
找,chercher,我在找我的钥匙。,Je cherche mes clés.
照片,photo,这张照片拍得很漂亮。,Cette photo est très belle.
照相机,appareil photo,我买了一台新照相机。,J'ai acheté un nouvel appareil photo.
着,en train de,他正在看着电视。,Il est en train de regarder la télévision.
真,vrai/vraiment,这个故事是真的吗？,Cette histoire est-elle vraie ?
真正,véritable,这是真正的中国茶。,C'est du véritable thé chinois.
整理,ranger/organiser,我需要整理我的房间。,J'ai besoin de ranger ma chambre.
正常,normal,一切都很正常。,Tout est normal.
正好,justement/exactement,我正好有时间。,J'ai justement du temps.
正确,correct,你的答案是正确的。,Ta réponse est correcte.
正式,officiel,这是一个正式的会议,C'est une réunion officielle
正在,être en train de,他正在看书,Il est en train de lire
之,de (littéraire),天之骄子,L'enfant prodige du ciel
只,classificateur d'animaux,一只鸟,Un oiseau
支持,soutenir,我支持你的决定,Je soutiens ta décision
知道,savoir,我知道这个答案,Je connais la réponse
直接,direct,请直接告诉我,Dis-le-moi directement
植物,plante,这是一种罕见的植物,C'est une plante rare
指,doigt/indiquer,他指着那个方向,Il pointe dans cette direction
只,seulement,我只有一本书,J'ai seulement un livre
只好,être obligé de,我只好同意,Je suis obligé d'accepter
只要,tant que,只要你努力就会成功,Tu réussiras tant que tu fais des efforts
至少,au moins,至少等五分钟,Attends au moins cinq minutes
制造,fabriquer,这台车在德国制造,Cette voiture est fabriquée en Allemagne
中国,Chine,我喜欢中国文化,J'aime la culture chinoise
中文,le chinois,我正在学习中文。,J'apprends le chinois.
中午,midi,中午我们一起吃饭。,Nous déjeunons ensemble à midi.
种,planter/genre,我喜欢种花。,J'aime planter des fleurs.
重点,point important,这是考试的重点。,C'est le point important de l'examen.
重要,important,这件事很重要。,Cette affaire est très importante.
周末,week-end,周末我想去公园。,Je veux aller au parc ce week-end.
猪,cochon,这只猪很胖。,Ce cochon est très gros.
主要,principal,这是主要问题。,C'est le problème principal.
主意,idée,我有一个好主意。,J'ai une bonne idée.
住,habiter,我住在巴黎。,J'habite à Paris.
祝,souhaiter,祝你生日快乐！,Je te souhaite un joyeux anniversaire !
著名,célèbre,这是一个著名的作家。,C'est un écrivain célèbre.
注意,faire attention,请注意安全。,Faites attention à la sécurité.
撞,heurter,车子撞到了树。,La voiture a heurté l'arbre.
准确,précis,这个答案很准确。,Cette réponse est très précise.
桌子,table,这张桌子很漂亮,Cette table est belle
字,caractère,我不认识这个字,Je ne connais pas ce caractère
字典,dictionnaire,我需要查字典,J'ai besoin de consulter le dictionnaire
自己,soi-même,我想自己做,Je veux le faire moi-même
自然,nature,这是自然现象,C'est un phénomène naturel
走,marcher,我们一起走吧,Marchons ensemble
租,louer,我想租一套公寓,Je veux louer un appartement
嘴,bouche,他的嘴很小,Sa bouche est petite
最,le plus,这是最好的,C'est le meilleur
最好,meilleur,这个餐厅最好,Ce restaurant est le meilleur
最后,final,这是最后一次,C'est la dernière fois
最近,récemment,最近天气很好,Le temps est bon récemment
尊重,respecter,我们要互相尊重,Nous devons nous respecter mutuellement
昨天,hier,昨天我去了商店,"Hier, je suis allé au magasin"
坐,s'asseoir,请坐在这里,Veuillez vous asseoir ici
做,faire,我每天做饭。,Je fais la cuisine tous les jours.
做生意,faire des affaires,他在中国做生意。,Il fait des affaires en Chine.
座,siège,这个座很舒服。,Ce siège est confortable.
座位,place assise,这个座位是空的。,Cette place est libre.
作用,effet/fonction,运动对健康有好的作用。,Le sport a un bon effet sur la santé.
作者,auteur,这本书的作者是法国人。,L'auteur de ce livre est français.
